Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
Forshee Contracting Services Llc,14600 Duval Pl W #52,Jacksonville,FL,32218,United States,(904) 720-7109,https://www.forsheecontracting.com/,bo@forsheecontracting.com,,"Roofing contractor, Construction company, Remodeler, Contractor","Forshee Contracting specializes in high-quality roofing and construction services in Jacksonville and Northeast Florida. They cater to both residential and commercial clients, offering services such as roof installation, renovations, and tenant buildouts.",$1 M,2,,,,,https://www.facebook.com/forsheecontracting,,https://www.instagram.com/forshee.contracting,,30.4762165,'-81.6467799,Bo,Stewart,,bo@forsheecontracting.com
Fortress Roofing And Construction Llc,7949 Atlantic Blvd Suite 205,Jacksonville,FL,32211,United States,(904) 307-0235,https://www.fortressrc.com/,josh@fortressrc.com,,Roofing contractor,"Fortress Roofing and Construction LLC, located in Jacksonville, FL, specializes in a range of roofing services including repairs, replacements, and emergency tarping. The company is dedicated to providing superior customer service and high-quality roofing solutions to protect homes from the elements.",$1.2 M,15,,"17,176","23,238",,https://www.facebook.com/fortressrc,,https://www.instagram.com/fortress_rc,,30.3150518,'-81.57346,Michelle,Claudio,President & Owner,michelle@fortressrc.com
"Fraser Roofing, Llc",9799 Old St Augustine Rd,Jacksonville,FL,32257,United States,(404) 341-7663,https://www.fraserroofingllc.com/,jacksonville@fraserroofingllc.com,,Roofing contractor,"Fraser Roofing, LLC is a family-owned roofing contractor serving Georgia and South Carolina, providing expert roofing solutions including emergency repairs, roof replacements, and gutter services. Established in 2009, the company prioritizes customer satisfaction and has earned a strong reputation in the community with numerous 5-star reviews.",$16.3 M,75,2009,"17,176","23,238",https://www.linkedin.com/company/fraser-roofing-llc,https://www.facebook.com/fraserroofingllc,https://www.x.com/fraserroofing,https://www.instagram.com/fraserroofingga,https://www.youtube.com/@fraserroofingllc8156,30.1995805,'-81.6146364,Robbie,Blacker,Territory Manager,robbie@fraserroofingllc.com
Fx Remodeling & Exteriors,10490 Busch Dr N,Jacksonville,FL,32218,United States,(904) 639-6242,https://vinylsidingjacksonville.com/,,,"Contractor, Siding contractor","From vinyl siding in Jacksonville, FL to roof repair, you can count on us! Our experts on doors, gutters, windows, roofing and vinyl siding in Jacksonville, FL make sure your home is beautiful and reliable! Our exterior contractors in Jacksonville, FL specialize in vinyl siding, roofing, door, window and gutter repair! Keep your home at its very best! Schedule your free Jacksonville vinyl siding estimate today! You might spend less time thinking about your homes exterior than the floors, walls, and ceilings you see everyday but theres no part of your home which has more demanded of it than your home exterior.",$1.1 M,6,,,,,https://www.facebook.com/fx-remodeling-exteriors-jacksonville-618479781619822,https://www.x.com/sidjacksonville,,,30.421938,'-81.6368489,,,,
G & K Construction Inc,14039 Spoonbill St N,Jacksonville,FL,32224,United States,(904) 887-0090,https://www.g-kconstruction.com/,kris@g-kconstruction.com,Unknown,"Roofing contractor, Concrete contractor, Contractor, Home builder, Construction company","Quality construction services in Jax, Jacksonville, FL. Trust G-K Construction for your project. Click here for details.",,,,,,,https://www.facebook.com/people/G-K-Construction-INC/61551363405063,https://x.com/GKConstruc99281,https://www.instagram.com/gkconstructioninc,,30.3162695,'-81.4402594,,,,
"Galaxy Builders, Inc",6684 Columbia Park Dr S Ste 6,Jacksonville,FL,32258,United States,(904) 503-4164,https://galaxyfla.com/,sales@galaxyfla.com,,"Roofing contractor, Bathroom remodeler, Construction company, General contractor, Kitchen remodeler, Siding contractor, Window installation service","Your home is your sanctuary and it deserves a level of craftsmanship, design, and service that will satisfy you for years to come. For our company, putting in the hard work and knowing that we’ll finish with a job well done is what sets us apart. We’ll never leave you with anything less than the finest workmanship and sturdiest results, whether that’s roofing replacements, kitchen and bath remodels, or window and door services.",$913 K,9,2003,"17,176","23,238",https://www.linkedin.com/company/galaxy-builders-inc-,https://www.facebook.com/GalaxyBuilders,https://x.com/GalaxyFla,,,30.1549815,'-81.5372259,,,,
Garcia Roofing Services,181 Del Prado Dr,Ponte Vedra Beach,FL,32082,United States,(904) 385-1098,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.2435632,'-81.391796,,,,
Gibson Roofing & Repair,531 W Union St,Jacksonville,FL,32202,United States,(386) 342-4980,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.3339077,'-81.6631132,,,,
Giga Soffit,3900 Oldfield Crossing Dr,Jacksonville,FL,32223,United States,(904) 418-2189,https://gigasoffit.com/,,,"Roofing contractor, Siding contractor",Application error: a client-side exception has occurred,,,,,,,,,,,30.1672429,'-81.6070604,,,,
Gimo's Roofing,33 24th St E,Jacksonville,FL,32206,United States,(904) 606-5313,https://www.gimosroofing.com/,,,"Roofing contractor, Siding contractor","Gimos Roofing is a trusted Jacksonville roofing company with 500+ roofs completed, 5-star reviews, and expert roofers Jacksonville FL homeowners rely on. Call (904) 606-5313.",,,,,,https://www.linkedin.com/company/gimo-s-renovation-roofing,https://www.facebook.com/gimosrenovation,,https://www.instagram.com/gimosroofing,,30.3590183,'-81.652718,,,,
"Gold Standard Construction & Consulting, Llc",7949 Atlantic Blvd Ste 201,Jacksonville,FL,32211,United States,(904) 712-1899,https://www.thegoldstandardcc.com/,info@thegoldstandardcc.com,Unknown,Construction company,"What truly sets us apart is our dedication to delivering turn-key projects. More specifically, from inception to the final finishing touch, we handle everything, sparing you the stress of managing multiple contractors. With us, you gain a single point of contact for a harmonious and hassle-free process.",,6,2022,,,https://www.linkedin.com/company/the-gold-standard-construction,,,,,30.3149261,'-81.5734415,,,,
Golden Hammer Gutters,6671 Hyde Grove Ave Suite 101,Jacksonville,FL,32210,United States,(904) 880-2004,https://goldenhammergutters.com/,gutters@goldenhammergutters.com,Unknown,"Roofing contractor, Gutter service, Gutter cleaning service","Looking for seamless gutters in Jacksonville, FL? Golden Hammer Gutters is the premier company for Seamless Gutters in Jacksonville, Florida.",,,,,,https://www.linkedin.com/company/golden-hammer-roofing,https://www.facebook.com/GoldenHammerRoofingJAX,https://x.com/GoldenGutters1,,https://www.youtube.com/channel/UC9BbRFv_x8rJXw_r_ygY81A,30.2851869,'-81.7543224,,,,
Golden Hammer Roofing,6671 Hyde Grove Ave,Jacksonville,FL,32210,United States,(904) 880-2004,https://goldenhammerroofing.com/,admin@goldenhammerroofing.com,Service busy,"Roofing contractor, Gutter cleaning service","Quality Roofing Repair and Inspection in Jacksonville, FL

Looking for reputable roofing contractors in Jacksonville FL? Look no further than Golden Hammer Roofing, backed by 35 years of experience in the commercial and residential roofing business.",$7 M,5,1985,"17,176","23,238",https://www.linkedin.com/company/golden-hmmr-roofing,,,,,30.2848371,'-81.7544697,Ed,Callaway,President,edcallaway@goldenhammer.co
Good Call Inc,860 Briarcreek Rd,Jacksonville,FL,32225,United States,(904) 314-5859,,,,"Roofing contractor, Bathroom remodeler, Kitchen remodeler, Painter, Painting, Paving materials supplier, Remodeler, Contractor",,,,,,,,,,,,30.3365569,'-81.491398,,,,
Green Energy Builders & Solutions,13720 Old St Augustine Rd #8,Jacksonville,FL,32258,United States,(904) 429-7001,https://greenenergybuilders.org/,info@greenenergybuilders.org,,"Contractor, Apartment building, General contractor, HVAC contractor, Insulation contractor, Kitchen remodeler","Green Energy Builders and Solutions is a pioneering building contractor specializing in alternative energy solutions with over 25 years of experience. They offer a range of services including construction management, HVAC installation and repair, and energy efficiency solutions tailored to meet specific customer needs.",$420 K,7,,"17,174","23,238",https://www.linkedin.com/company/green-energy-builders-and-solutions,https://www.facebook.com/Green-Energy-Builders-Solutions-261633360523204,https://x.com/greenenergyjax,,,30.141985,'-81.5532529,Camille,Touma,,ctouma@greenenergybuilders.org
Griffin Roofing Company,7751 Belfort Pkwy,Jacksonville,FL,32256,United States,(386) 342-4933,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.2433353,'-81.5820306,,,,
"Gulf Atlantic Industries Of America Disaster Relief, Llc",6950 Philips Hwy #36,Jacksonville,FL,32216,United States,(904) 281-0102,,,,"Roofing contractor, Siding contractor",,,,,,,,,,,,30.2461453,'-81.6034293,,,,
Gulfeagle Supply,2649 Rosselle St,Jacksonville,FL,32204,United States,(904) 387-0441,https://www.gulfeaglesupply.com/,help@gulfeaglesupply.com,,Roofing supply store,"Gulfeagle Supply is a leading distributor of roofing supplies and building products in the United States. We cater to both professional contractors and individual homeowners, offering a wide range of materials and services to support various construction projects.",$430 M,662,1973,"52,521","44,444",https://www.linkedin.com/company/gulfeagle-supply,https://www.facebook.com/GulfeagleSupply,,https://www.instagram.com/gulfeaglesupply,,30.3197495,'-81.6942967,Tommy,Tran,"Manager, Cash Application",ttran@gulfeaglesupply.com
Gutierrez Family Roofing,Dunn Ave 29b #29b,Jacksonville,FL,32218,United States,(904) 442-9837,https://gutierrezfamilyroofrepair.top/,,,Roofing contractor,Roof Repair in Jacksonville (904) 442-9837 Call Us,,,,,,,,,,,30.4308183,'-81.6696063,,,,
Gutter Cap Jacksonville,6900 Philips Hwy Ste. #34,Jacksonville,FL,32216,United States,(904) 447-0150,https://www.guttercapflorida.com/,,,Gutter cleaning service,"Gutter Cap has been servicing Florida and Southern Georgia with gutters and gutter protection for the last decade. In an industry that has multiple gutter and gutter protection options, Gutter Cap, stands above the rest with the proven products and a record that honors their Lifetime Warranty.",$979 K,8,,"17,176","23,238",,https://www.facebook.com,https://x.com,https://www.instagram.com,,30.2468074,'-81.603971,,,,
Gutter Helmet,6500 Youngerman Cir,Jacksonville,FL,32244,United States,(800) 824-3772,https://www.gutterhelmet.com/,info@rbcroofing.com,Unknown,"Gutter cleaning service, Manufacturer","Gutter Helmet, founded in 1981, is a construction company that specializes in manufacturing and installing gutter protection systems for residential properties. The company offers gutter guards with a Triple Lifetime Warranty and operates through a network of dealers across North America.",$217.3 M,800,1981,"17,176","23,238",https://www.linkedin.com/company/gutter-helmet,https://www.facebook.com/getgutterhelmet,https://x.com/gutter_helmet,https://www.instagram.com/getgutterhelmet,https://www.youtube.com/channel/UCw1Kekkgqt3G2UHF3jAT5bQ,30.1963019,'-81.749172,,,,
Gutters 4 Less,2351 Forest Blvd,Jacksonville,FL,32216,United States,(904) 412-7907,https://www.gutters4lessjax.com/,,,"Roofing contractor, Contractor, Gutter cleaning service, Gutter service","Gutters 4 Less is a licensed and fully insured company based in Florida, specializing in residential and commercial gutter installations and repair services. They offer high-quality materials and provide a seamless gutter system that protects homes from water erosion, mold, and mildew.",$1.1 M,6,,"17,176","23,238",,https://www.facebook.com/gutters-4-less-236065019813311,,,,30.3022033,'-81.5469005,,,,
Gutters For Life,6999 Merrill Rd,Jacksonville,FL,32277,United States,(904) 456-7700,https://guttersforlife.com/,info@guttersforlife.com,Unknown,"Gutter cleaning service, Repair service","Top-rated gutter installation in Jacksonville, FL. Seamless gutters, fast service, licensed & insured. Call for a free quote!",,,,,,,,,,,30.3523437,'-81.5813771,,,,
Gw Gutters,2820 Spring Glen Rd,Jacksonville,FL,32207,United States,(904) 343-9873,https://www.gwgutters.com/,admin@gwgutters.com,,"Gutter service, Gutter cleaning service","GW Gutters is a reputable gutter service provider located in Jacksonville, FL, specializing in gutter installation, repair, cleaning, and guards. With over 15 years of experience, the company offers a variety of options for high-quality gutters, ensuring effective rainwater management and protection for homes and businesses.",$1.2 M,6,2019,"17,176","23,238",,https://www.facebook.com/gw-gutters-387703111847683,,,,30.2968435,'-81.6097262,,,,
Hager Construction Co,2037 Gilmore St,Jacksonville,FL,32204,United States,(904) 356-0908,,,,General contractor,,,,,,,,,,,,30.31998,'-81.6842721,,,,
Halbert Contracting Company Inc.,524 Herman St,Jacksonville,FL,32254,United States,(904) 381-8905,https://halbertcontracting.com/,larry@halbertcontracting.com,Service busy,"Roofing contractor, Building restoration service, General contractor, Waterproofing service","Halbert Contracting Co. Inc. is a general contractor based in Jacksonville, Florida, specializing in waterproofing systems, remodeling, exterior painting, and roofing services. With over 40 years of experience in the construction industry, they aim to be the go-to contractor for both residential and commercial clients.",$1.2 M,6,2009,,,,https://www.facebook.com/HALBERTCONTRACTING,,,,30.3213595,'-81.7168349,,,,
Hammer Down Construction Of North Florida,14205 Mandarin Rd,Jacksonville,FL,32223,United States,(904) 609-2889,https://www.hdcofnorthflorida.com/,,,Construction company,Home | BuildPro,,,,,,,,,,,30.1374644,'-81.6502781,,,,
Hansen Brothers Roofing,2585 Herschel St,Jacksonville,FL,32204,United States,(386) 348-4429,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.3110826,'-81.6910318,,,,
Harrigan Brothers Roofing,758 W Duval St,Jacksonville,FL,32202,United States,(386) 342-4949,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.330833,'-81.6669835,,,,
Hartley Family Roofing,6209 Norwood Ave,Jacksonville,FL,32208,United States,(386) 342-4973,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.3765857,'-81.6675571,,,,
Haskell's Hq,701 San Marco Blvd,Jacksonville,FL,32207,United States,(904) 791-4500,https://www.haskell.com/,admin@haskell.com,,"Construction company, Architecture firm, Engineer","Haskell delivers over $3 billion annually in Architecture, Engineering, Construction (AEC) and Consulting solutions to assure certainty of outcome for complex capital projects worldwide. Haskell is a global, fully integrated, single-source design-build and EPC firm with 3,000 highly specialized, in-house design, construction and administrative professionals across industrial and commercial markets.",$2.2 B,2732,1965,"15,154","54,541",https://www.linkedin.com/company/the-haskell-company,https://www.facebook.com/TheHaskellCompany,https://www.x.com/haskellco,https://www.instagram.com/haskellco,https://www.youtube.com/user/HaskellDesignBuild,30.3180305,'-81.6605646,Jeff,Miller,"Vp, General Counsel",miller@haskell.com
